,apartment_number,Rooms,total_area,house_number,residents_number,owner_name
8966,28,2.0,65.76302283579506,17,0,Лыткин Епифан Марсович
8967,63,1.0,50.376216905357474,19,6,Алина Альбертовна Маркова
8968,8,3.0,78.65343936893493,2,2,Капустина Василиса Эдуардовна
8969,0,2.0,65.83276357204849,10,6,Копылова Татьяна Юльевна
8970,9,2.0,60.15085724967744,6,0,Феоктист Артёмович Чернов
8971,23,2.0,65.20497643761863,9,2,Алексеева Ольга Ивановна
8972,33,2.0,49.95162447626307,5,10,Савватий Трифонович Петухов
8973,27,2.0,73.27569697996674,2,0,Сидоров Порфирий Гертрудович
8974,22,3.0,79.65043941143779,19,0,Софон Ермилович Носков
8975,53,3.0,81.72816146069773,14,3,Комиссарова Зинаида Натановна
8976,23,2.0,60.87575321026715,3,2,Филипп Якубович Белозеров
8977,102,1.0,43.15750153283086,4,6,Тарас Андреевич Щербаков
8978,74,1.0,50.01864281690689,6,2,Комиссаров Каллистрат Валерьевич
8979,22,1.0,87.48562721274911,16,0,Рожков Ипатий Всеволодович
8980,27,2.0,69.48649246957959,11,1,Валентина Кузьминична Жданова
8981,42,3.0,78.61932983649368,4,0,Трофимова Агата Даниловна
8982,41,2.0,51.06855832452696,1,0,Константинова Оксана Захаровна
8983,1,1.0,41.80607316504727,5,1,тов. Архипова Тамара Руслановна
8984,105,3.0,70.46439580703299,5,2,Христофор Вилорович Уваров
8985,58,1.0,34.202965169550204,9,2,Якушева Раиса Харитоновна
8986,1,2.0,66.24165540438155,22,1,Фаина Рубеновна Блинова
8987,35,3.0,61.76903371494458,3,11,Ангелина Тимофеевна Трофимова
8988,58,1.0,49.39729178371024,5,5,Эмилия Кирилловна Коновалова
8989,23,2.0,53.521425086048495,5,0,Евгения Ивановна Бурова
8990,52,3.0,81.97184957830217,9,5,Лариса Григорьевна Лаврентьева
8991,1,1.0,45.38314872674674,15,1,Эраст Эдгарович Быков
8992,1,1.0,39.92581577750106,7,1,Ираида Львовна Блинова
8993,27,1.0,43.922578745545614,10,0,Селиверст Августович Рябов
8994,80,1.0,37.49458861355679,7,5,Петухова Вера Эльдаровна
8995,132,2.0,57.58982017201124,3,7,Елена Борисовна Лаврентьева
8996,45,3.0,81.09492211604781,15,2,Лазарев Флорентин Александрович
8997,1,3.0,63.867813280254765,6,1,Ладимир Авдеевич Бобылев
8998,12,1.0,45.464333948392856,7,15,Ульяна Филипповна Андреева
8999,6,1.0,40.34148038908348,11,0,Шубин Илья Димитриевич
9000,1,1.0,40.504281837261686,17,1,Некрасов Куприян Зиновьевич
9001,90,3.0,44.41846651577454,10,2,Новиков Игнатий Архипович
9002,150,3.0,76.83742404782429,16,9,Смирнова Алина Артемовна
9003,62,3.0,85.72641958463274,11,0,Костин Софрон Ильич
9004,1,1.0,48.785676108112746,11,1,Конон Фёдорович Беляев
9005,1,1.0,45.15201905103151,21,1,Майя Артемовна Филиппова
9006,12,2.0,51.75716483402723,6,15,Козлов Филипп Вилорович
9007,46,2.0,55.49745584030245,11,5,Татьяна Сергеевна Колесникова
9008,30,3.0,78.00818909630726,9,23,Евдокия Артемовна Капустина
9009,62,2.0,71.1401614715356,5,0,Клавдия Руслановна Пахомова
9010,11,2.0,43.05029137106617,3,5,Регина Архиповна Капустина
9011,57,2.0,50.37311383537948,5,4,Ирина Тимофеевна Колобова
9012,91,1.0,34.50766797318447,6,5,Лапина Фаина Феликсовна
9013,27,2.0,64.9315266575217,6,0,Савин Борис Ефимович
9014,74,2.0,71.20745778480055,5,2,Октябрина Михайловна Наумова
9015,108,1.0,43.03553644314373,12,5,Игнатий Августович Лаврентьев
9016,26,1.0,41.39876872562453,8,2,Кондратьева Василиса Николаевна
9017,31,2.0,48.689533712909686,6,1,Раиса Григорьевна Ефимова
9018,144,2.0,57.52189594833132,2,7,Ершов Моисей Давыдович
9019,23,1.0,41.62536801925211,12,2,Бирюкова Виктория Алексеевна
9020,34,1.0,42.331738978345626,14,11,Белов Мариан Брониславович
9021,6,3.0,79.85580639931973,3,0,Ефим Ефимович Кононов
9022,78,1.0,41.0391512485158,5,2,Елизавета Руслановна Маслова
9023,107,2.0,46.097746885148695,4,3,Беспалов Матвей Тимурович
9024,62,1.0,52.98402093179878,7,0,Наум Захарьевич Уваров
9025,74,1.0,50.38120644064978,4,2,Валерий Федотович Лебедев
9026,30,1.0,42.01231525514386,4,23,Милица Оскаровна Захарова
9027,33,1.0,32.32461062306128,5,10,Нинель Матвеевна Морозова
9028,27,1.0,40.36208350839725,3,1,Максимильян Антипович Сидоров
9029,61,3.0,64.34506241835032,3,9,Эрнст Дорофеевич Зимин
9030,62,3.0,86.44377126830763,3,0,Ювеналий Федотович Денисов
9031,58,3.0,80.8536534579811,6,2,Орлов Терентий Бориславович
9032,105,2.0,36.618442152296815,4,1,Соломон Антипович Самойлов
9033,29,1.0,23.891836830695915,5,2,Овчинникова Синклитикия Ильинична
9034,1,2.0,58.5487031149996,18,1,Смирнова Евфросиния Петровна
9035,27,1.0,42.40003513202632,11,0,Октябрина Львовна Колобова
9036,33,2.0,59.34719761747141,16,10,Афиноген Ефимович Ершов
9037,46,3.0,86.33854189991555,4,5,тов. Русаков Савва Георгиевич
9038,101,3.0,65.2172677868527,13,2,Прасковья Анатольевна Гаврилова
9039,58,1.0,44.063069965537615,3,5,Федоров Тимур Игнатьевич
9040,128,2.0,54.90161703439738,7,8,Юрий Глебович Костин
9041,5,2.0,43.94097968947492,3,5,Логинова Марина Кузьминична
9042,27,2.0,68.98569783911455,3,0,Шашкова Глафира Евгеньевна
9043,88,1.0,41.88412974496008,13,9,Мартын Еремеевич Шилов
9044,55,3.0,83.18008567683515,2,4,Глафира Натановна Зуева
9045,27,1.0,38.04290080146649,11,0,Артем Фомич Наумов
9046,3,3.0,74.47822511249323,8,3,Антонова Агата Владимировна
9047,52,3.0,83.73037570768179,17,5,Каллистрат Владиславович Соловьев
9048,23,2.0,64.15709934362465,11,2,Ковалев Амос Абрамович
9049,57,2.0,58.17892454155464,2,4,Гришин Никандр Иларионович
9050,15,2.0,63.37876533049674,6,0,Валентина Ильинична Гурьева
9051,62,2.0,78.42564773339697,14,0,Наркис Давидович Шубин
9052,74,3.0,77.63533326479273,3,5,Юдин Дорофей Эдгардович
9053,52,2.0,61.89031921312796,10,5,Ксения Вадимовна Шарапова
9054,114,1.0,35.49784054258399,9,0,Щербакова Зинаида Аркадьевна
9055,8,1.0,38.170980653274185,13,5,Рыбакова Виктория Георгиевна
9056,34,2.0,54.82337286492408,16,11,Силин Давыд Ааронович
9057,34,4.0,97.52484809183728,20,11,Ирина Семеновна Стрелкова
9058,9,1.0,37.27375689335114,10,4,Лукия Алексеевна Герасимова
9059,23,2.0,68.76714560376526,9,2,Евфросиния Оскаровна Маркова
9060,61,1.0,42.598591753264,6,9,Куликова Фаина Архиповна
9061,39,3.0,62.122225019708935,5,2,Сорокин Филипп Терентьевич
9062,34,2.0,61.36320476474364,23,11,Наталья Игоревна Пахомова
9063,144,1.0,37.38295740045307,8,7,Некрасова Полина Эдуардовна
9064,27,2.0,80.47725494560443,3,0,Феврония Сергеевна Кошелева
9065,18,2.0,54.44916598586618,11,5,Ананий Авдеевич Шубин
9066,62,3.0,69.43229575143631,8,5,Олимпиада Яковлевна Соловьева
9067,63,1.0,40.02525511656108,16,6,Гедеон Артёмович Зыков
9068,34,1.0,42.48041162745433,24,11,София Георгиевна Петрова
9069,23,1.0,41.68138007298504,14,2,Олимпиада Андреевна Сысоева
9070,6,1.0,42.8257163619946,9,0,Овчинников Александр Викентьевич
9071,162,2.0,55.10127394856162,4,10,Буров Святополк Фомич
9072,7,2.0,40.082205995592616,6,3,Калинин Аникита Артёмович
9073,62,3.0,89.99708171549064,10,0,тов. Молчанов Добромысл Иосипович
9074,154,1.0,41.06214991559694,16,5,Исакова Евдокия Владимировна
9075,164,3.0,68.44646285178595,7,6,Агата Ильинична Кулагина
9076,62,1.0,43.69602266876584,14,0,Ираклий Бориславович Александров
9077,11,2.0,40.45706173617,2,5,Шарапов Ладимир Денисович
9078,2,2.0,90.4304244350409,5,6,Ираида Тимуровна Ситникова
9079,1,2.0,64.81803582841137,9,1,Нонна Кирилловна Егорова
9080,6,3.0,77.34147740744297,7,0,Моисеева Галина Александровна
9081,52,1.0,42.63491546280366,7,5,Лобанова Дарья Архиповна
9082,108,2.0,54.206297368759415,16,1,Ермакова Полина Ивановна
9083,1,2.0,62.83869391840513,2,1,Иванна Аркадьевна Самойлова
9084,99,2.0,49.284944692883336,8,4,Михеева Милица Борисовна
9085,55,3.0,75.46534554845408,16,4,Надежда Макаровна Фокина
9086,27,3.0,85.0882305164761,9,0,Рыбакова Дарья Эльдаровна
9087,1,2.0,90.85688069108728,11,1,Ян Ильясович Давыдов
9088,96,1.0,35.411069741745926,10,4,Зайцева Евгения Макаровна
9089,18,2.0,53.87531715243141,3,5,Колобова Агата Наумовна
9090,99,1.0,35.84090773319517,1,4,Терентьев Любосмысл Денисович
9091,57,1.0,42.36115047982175,15,4,Боброва Татьяна Игоревна
9092,45,2.0,62.46057724000241,5,2,Феликс Тимурович Филатов
9093,23,3.0,68.09192746886959,8,0,Маргарита Викторовна Ершова
9094,27,3.0,59.42819776417814,18,0,Кондратьев Арефий Трифонович
9095,48,3.0,79.70540132717953,15,10,Алексеев Панфил Жанович
9096,61,3.0,58.97359992042098,11,9,Уваров Корнил Феодосьевич
9097,79,3.0,59.7014390127834,2,5,Гуляев Исай Андреевич
9098,27,2.0,59.751889582392366,8,0,Виктория Руслановна Щукина
9099,23,1.0,58.34197140119482,2,0,Цветкова Тамара Вадимовна
9100,45,2.0,61.667820860919534,17,2,Герасимова Юлия Захаровна
9101,14,1.0,33.1919473872804,12,5,Исаев Аристарх Феликсович
9102,85,3.0,49.45491990679547,10,7,Любовь Леоновна Кулагина
9103,27,1.0,53.95395994741445,7,0,Миронов Фортунат Герасимович
9104,55,3.0,87.12613152235238,5,4,г-н Миронов Лукьян Тарасович
9105,88,1.0,41.0199362928545,3,9,Мирослав Игнатьевич Рябов
9106,23,3.0,103.11348559418676,8,2,Лукьян Власович Игнатьев
9107,42,1.0,42.904765877254896,19,0,Зыкова Октябрина Артемовна
9108,99,3.0,71.90059303628595,13,4,Эмиль Авдеевич Самойлов
9109,85,1.0,51.852712270006286,3,0,Брагин Эдуард Фролович
9110,58,2.0,48.69333871727923,8,2,Александров Милан Юльевич
9111,48,1.0,42.06935919983341,1,10,Парамон Викентьевич Тихонов
9112,139,2.0,45.27575919523959,3,0,Андреева Евдокия Анатольевна
9113,27,1.0,34.24306688017204,20,0,Фокина Оксана Львовна
9114,55,1.0,40.00086649009517,4,4,Лидия Владиславовна Гусева
9115,42,1.0,42.118269105248665,16,0,Волкова Феврония Викторовна
9116,28,1.0,38.17124028988404,3,5,Логинов Радим Данилович
9117,28,3.0,67.51165896688308,7,0,г-н Панов Лонгин Аксёнович
9118,53,1.0,43.61406547293284,10,3,Колобова Александра Филипповна
9119,38,1.0,47.43042958309452,13,7,Маргарита Ниловна Гурьева
9120,27,1.0,39.42308630497307,5,0,Зимина Вера Кузьминична
9121,1,2.0,62.71493224273076,13,1,Беляев Мстислав Давидович
9122,6,1.0,43.067590392765325,18,0,Наумов Андрей Изотович
9123,41,3.0,76.41225281795367,10,0,Доронин Селиверст Феоктистович
9124,53,3.0,97.2056593706172,10,10,Антонина Никифоровна Одинцова
9125,35,2.0,47.86454351976564,2,11,Казакова Нина Анатольевна
9126,123,2.0,66.14025632025219,10,4,Князев Всемил Артёмович
9127,170,1.0,38.48533886229794,10,7,Коновалов Аристарх Германович
9128,107,1.0,34.57845184860477,3,3,Комарова Раиса Тимофеевна
9129,6,1.0,41.96945383398282,7,0,Симонов Эммануил Чеславович
9130,137,3.0,70.3601655150456,12,0,Попов Никифор Арсеньевич
9131,23,2.0,54.345128027871645,8,0,Анастасия Макаровна Мартынова
9132,134,2.0,39.69795672014489,5,8,Одинцова Ксения Леоновна
9133,52,1.0,41.40498762071812,15,5,Оксана Геннадиевна Тетерина
9134,123,3.0,97.8696896148202,9,4,Кошелев Эрнест Артурович
9135,21,3.0,83.47985552672482,10,5,Афанасьев Август Изотович
9136,25,1.0,44.8115534616079,4,11,Людмила Константиновна Одинцова
9137,167,2.0,51.69971861431734,5,3,Алина Мироновна Гурьева
9138,1,1.0,40.19869353022868,14,1,Гуляев Тарас Антонович
9139,144,2.0,51.02979264386642,5,7,Василиса Оскаровна Маркова
9140,138,3.0,82.44692006652852,4,10,Жданова Анна Георгиевна
9141,99,1.0,34.4196059975757,6,4,Ольга Максимовна Фокина
9142,27,2.0,61.3559214492546,16,0,Милен Фокич Зайцев
9143,67,2.0,50.27151831284491,2,6,Меркушев Милен Афанасьевич
9144,37,3.0,79.29658971993504,14,5,Нифонт Артурович Суханов
9145,30,1.0,41.03383913355843,3,23,Арефий Андреевич Капустин
9146,135,2.0,52.36653569871452,4,19,Евстигней Валерианович Беспалов
9147,8,2.0,53.44962207754746,16,5,Фомин Корнил Аксёнович
9148,37,3.0,83.42890991268965,13,3,Терентий Германович Зиновьев
9149,1,2.0,64.87173629348172,16,1,Ювеналий Венедиктович Никонов
9150,23,1.0,29.719933911492436,4,0,Власова Нинель Васильевна
9151,30,2.0,55.24206713034098,4,23,Егоров Феликс Анисимович
9152,87,1.0,37.16405619428007,10,6,Яков Харлампьевич Князев
9153,11,2.0,43.02776811984031,4,1,Голубева Тамара Максимовна
9154,80,3.0,78.1141914247248,7,5,Наркис Игоревич Зиновьев
9155,185,3.0,83.88349794858244,15,1,Нинель Павловна Зиновьева
9156,23,3.0,81.5484656355944,17,2,Остромир Демьянович Кудрявцев
9157,10,1.0,35.65606829237485,6,11,Дементьев Самсон Арсенович
9158,23,1.0,38.10104068167795,11,0,Эраст Вячеславович Давыдов
9159,75,1.0,58.16522659645932,5,0,Лобанова Ангелина Богдановна
9160,66,1.0,33.89055193237391,3,7,Карпов Мартьян Гавриилович
9161,44,3.0,59.15138379558261,2,3,Цветкова Феврония Борисовна
9162,151,1.0,55.56030013606535,5,10,Агап Артемьевич Воробьев
9163,66,3.0,78.3004259498352,4,7,Ульяна Аскольдовна Тарасова
9164,150,2.0,42.204496509978746,11,0,Николаева Лариса Борисовна
9165,138,3.0,73.3426216299254,9,2,Цветков Август Эдгардович
9166,27,3.0,73.04641054403822,4,1,Нинель Руслановна Орехова
9167,90,1.0,46.819679064529126,13,2,Наина Святославовна Ширяева
9168,26,1.0,33.48738812793204,7,2,Быкова Оксана Вениаминовна
9169,25,3.0,82.12076691049731,4,11,Евграф Давыдович Алексеев
9170,21,2.0,49.6024006745951,2,5,Любомир Александрович Третьяков
9171,190,2.0,62.96063407307189,5,5,Лукина Фаина Тимуровна
9172,25,2.0,58.64543794472949,8,11,Пахомова Оксана Николаевна
9173,10,1.0,35.98806714763947,2,11,Громов Потап Адрианович
9174,84,4.0,92.61497275304876,2,6,Нинель Юрьевна Маслова
9175,136,1.0,40.90123109912516,16,5,Капустина Зоя Вячеславовна
9176,6,1.0,42.769273147409095,4,0,Орлов Арсений Исидорович
9177,45,1.0,39.2259143930315,24,2,Кузнецов Святополк Иларионович
9178,52,3.0,79.09376593203329,12,5,Хохлова Марфа Михайловна
9179,62,4.0,64.28324718283137,9,5,Пахомов Гремислав Терентьевич
9180,41,1.0,38.45938348379058,16,0,Рюрик Ильясович Андреев
9181,12,1.0,41.69536648012894,6,15,Мефодий Викторович Зиновьев
9182,93,2.0,47.305919424206905,14,0,Пелагея Валентиновна Кондратьева
9183,46,3.0,87.49937721155042,4,5,Самойлова Людмила Аркадьевна
9184,27,1.0,30.78631490738768,6,1,Евфросиния Романовна Пахомова
9185,156,1.0,39.83774120221615,13,19,Некрасова Варвара Михайловна
9186,62,1.0,37.59095137713503,10,0,Авдеева Наина Кузьминична
9187,27,2.0,43.012912399820486,5,0,Эрнст Харлампьевич Лапин
9188,27,3.0,45.38932329260062,14,0,Фёкла Алексеевна Яковлева
9189,23,3.0,68.84588722989726,10,0,Анна Георгиевна Галкина
9190,9,1.0,39.4343502206182,12,4,Карпова Полина Никифоровна
9191,77,3.0,58.109168884567765,10,16,Добромысл Богданович Давыдов
9192,6,1.0,61.978423186635965,1,0,Григорий Андреевич Артемьев
9193,94,1.0,34.86047844610393,3,6,Фокин Всеслав Бориславович
9194,62,1.0,43.24213913217877,10,0,Борисова Алевтина Борисовна
9195,74,2.0,39.219848126999,9,5,Анатолий Якубович Ермаков
9196,37,2.0,54.91050159902716,8,3,Анастасия Ильинична Власова
9197,23,3.0,79.88915903929103,13,2,Лазарь Витальевич Веселов
9198,59,3.0,107.7650525927702,7,2,Зуева Елизавета Оскаровна
9199,62,2.0,79.32987771611056,17,0,Василиса Оскаровна Горшкова
9200,30,1.0,59.98105843534535,17,23,Конон Юлианович Быков
9201,27,2.0,42.33664006236231,3,0,Ия Оскаровна Ильина
9202,129,3.0,67.99786461770492,3,5,Вера Евгеньевна Кириллова
9203,24,1.0,41.30792843070065,10,3,Гаврила Данилович Дроздов
9204,31,3.0,75.39879017566834,2,1,Михаил Гавриилович Беляев
9205,170,1.0,34.1404534160352,5,7,Комиссарова Фаина Феликсовна
9206,9,2.0,64.29461268197015,10,4,Зинаида Александровна Гордеева
9207,45,3.0,74.97021143640303,9,2,Терентьева Нина Робертовна
9208,58,1.0,41.806065564645934,1,5,Филиппова Майя Руслановна
9209,28,1.0,35.21548092342046,12,0,тов. Лапина Регина Яковлевна
9210,27,1.0,46.00284676105961,5,0,Фадеев Олег Фадеевич
9211,41,3.0,87.92496243252933,13,0,г-н Ефремов Парамон Абрамович
9212,27,1.0,48.40606523667952,16,0,Горбунов Парамон Трофимович
9213,84,3.0,76.69868199047949,6,6,Дорофей Демидович Абрамов
9214,75,1.0,31.60726209231571,3,0,Екатерина Евгеньевна Степанова
9215,14,1.0,33.71540071121325,3,5,София Викторовна Кузнецова
9216,8,3.0,88.05911683825964,12,2,Котов Евстигней Жанович
9217,128,3.0,77.69754480256496,16,4,Гаврилов Григорий Иларионович
9218,141,2.0,55.003569717860366,4,3,Иванна Леонидовна Бурова
9219,23,1.0,59.96370096626971,9,2,Алла Павловна Фадеева
9220,21,2.0,47.51389060318534,3,5,Артем Адрианович Муравьев
9221,6,2.0,65.22057194224976,13,0,Большакова Синклитикия Игоревна
9222,45,3.0,78.22478359837025,11,2,Мишина Маргарита Ефимовна
9223,12,2.0,63.68278512719258,10,15,Шестаков Август Даниилович
9224,57,1.0,44.96592697023648,3,0,Вячеслав Глебович Сафонов
9225,6,3.0,79.31542945603556,10,0,Марфа Тарасовна Шашкова
9226,23,2.0,51.54336462226383,3,0,Мария Яковлевна Вишнякова
9227,182,3.0,49.93456053192956,9,6,Ирина Сергеевна Зимина
9228,27,1.0,38.75523552493164,16,0,Касьян Гаврилович Сидоров
9229,93,1.0,42.50100652680478,7,3,Милица Валентиновна Лыткина
9230,21,2.0,48.800317200974966,6,5,Аверкий Валерьевич Гуляев
9231,85,3.0,78.1986788267177,9,0,Всемил Ильясович Сорокин
9232,8,1.0,41.0725240010962,15,4,Антонина Артемовна Суханова
9233,9,1.0,51.90815605471606,3,4,Татьяна Тарасовна Одинцова
9234,23,1.0,41.914286708674965,6,2,Нестеров Демьян Евсеевич
9235,113,2.0,43.15309170623344,5,5,Суханова Элеонора Васильевна
9236,45,1.0,50.76911149173059,16,2,Пелагея Петровна Гущина
9237,27,1.0,52.08443546914479,13,0,Олимпиада Андреевна Коновалова
9238,4,2.0,53.17979115459322,5,5,Георгий Владленович Денисов
9239,93,1.0,39.458190424717806,9,3,Лаврентий Ануфриевич Денисов
9240,187,1.0,37.15436387114613,9,4,Евстигней Ермолаевич Киселев
9241,41,1.0,38.80938323191072,1,1,Агата Юрьевна Устинова
9242,8,2.0,54.47359834862487,11,2,Фотий Аверьянович Попов
9243,66,3.0,56.65314623727265,5,3,Брагин Демид Витальевич
9244,99,2.0,66.0101672893725,13,8,Никитин Анатолий Ермолаевич
9245,58,1.0,41.71461934415441,9,1,Аксенова Оксана Болеславовна
9246,42,2.0,59.58398487987144,12,0,Елизар Владленович Игнатов
9247,53,1.0,37.84284869441157,11,3,Мясникова Марфа Максимовна
9248,109,2.0,61.92396471825832,16,4,Тихон Августович Фомичев
9249,25,1.0,32.73888818865497,16,11,Нифонт Гордеевич Потапов
9250,62,2.0,74.39392949540257,2,0,Носов Радислав Ефимьевич
9251,25,1.0,28.86411814662207,14,11,Евдокия Макаровна Пестова
9252,14,2.0,42.72239199868801,3,5,Веселов Святослав Демьянович
9253,128,1.0,37.66178387593033,11,8,Всемил Иосипович Крылов
9254,58,1.0,65.27122540174945,3,5,Ангелина Васильевна Наумова
9255,9,2.0,60.39209587710974,9,4,Вероника Болеславовна Антонова
9256,27,2.0,64.36516805822527,13,1,Владлен Ермилович Кондратьев
9257,6,2.0,67.16826980462551,4,0,Зыков Ярополк Тарасович
9258,6,1.0,48.07976417749735,12,0,Сигизмунд Терентьевич Логинов
9259,86,3.0,73.13268987264082,14,7,Карпова Ольга Леоновна
9260,77,2.0,54.68384558360964,12,16,Сидорова София Константиновна
9261,30,2.0,77.41909004752114,4,23,Агата Захаровна Меркушева
9262,79,2.0,53.42145020434734,5,5,Колобова Елизавета Ильинична
9263,6,1.0,42.76373540219854,2,0,Варвара Ждановна Бобылева
9264,9,2.0,62.920673337215646,7,4,Гущин Гаврила Гурьевич
9265,23,1.0,43.34459216543152,5,2,Зиновьева Глафира Кузьминична
9266,108,2.0,48.71761326164983,4,4,тов. Игнатьева Наталья Васильевна
9267,28,2.0,49.8932051051809,4,0,Панова Тамара Руслановна
9268,62,2.0,57.71765864357203,10,0,Артемьева Юлия Вячеславовна
9269,55,3.0,78.32479309914632,5,4,Михайлов Глеб Валерьевич
9270,45,1.0,34.41588243421027,3,2,Самсонов Сидор Анатольевич
9271,57,1.0,43.87057670557186,10,0,тов. Осипов Измаил Филимонович
9272,7,2.0,38.220579150975794,9,9,Орест Фролович Бобылев
9273,6,1.0,38.16772533369554,4,0,Нонна Юрьевна Носкова
9274,13,4.0,88.1745560984659,2,15,Маркова Прасковья Степановна
9275,27,2.0,74.45705909414328,7,0,Овчинникова Валентина Сергеевна
9276,30,3.0,85.94705659960402,16,23,Куликов Терентий Ефремович
9277,29,1.0,31.65184678503661,7,2,Миронов Руслан Григорьевич
9278,6,1.0,44.06836775148612,6,0,Пономарева Фёкла Леонидовна
9279,151,3.0,77.26927279677606,15,10,Дьячков Изяслав Гавриилович
9280,1,2.0,52.10079975526422,14,1,Максим Данилович Лукин
9281,113,3.0,60.91353338329482,8,1,Виктория Архиповна Федосеева
9282,1,3.0,86.49659742303433,4,1,Петров Сигизмунд Даниилович
9283,13,2.0,63.3212911378453,9,15,Тамара Богдановна Моисеева
9284,67,1.0,45.59675610091582,18,4,Эдуард Аверьянович Лаврентьев
9285,62,3.0,69.40829277177127,7,5,Бобров Арсений Трофимович
9286,119,2.0,48.83541565642384,10,5,Архипов Изот Антипович
9287,1,2.0,63.523147769544174,6,1,Милий Юлианович Селезнев
9288,9,3.0,81.99039736329807,4,4,Лукия Захаровна Егорова
9289,5,2.0,56.581825211556186,6,5,Синклитикия Руслановна Никитина
9290,23,1.0,42.43302556638224,10,2,Фаина Романовна Ковалева
9291,74,2.0,83.25956532620768,12,6,Тимофеева Евдокия Даниловна
9292,37,2.0,49.679545647886926,4,3,Ситникова Ульяна Антоновна
9293,45,2.0,45.781011129991256,4,2,г-н Соколов Богдан Демидович
9294,45,1.0,2.954308616913197,3,2,Мясников Аверьян Филимонович
9295,135,2.0,37.280551745068415,10,19,Белоусова Анастасия Михайловна
9296,28,1.0,28.366923219637386,4,0,Власова Анжела Романовна
9297,6,1.0,40.49979116717184,3,0,Ладислав Владиславович Лыткин
9298,55,1.0,35.93356543197664,1,4,Светлана Антоновна Рыбакова
9299,48,1.0,42.84091459300577,19,10,Кудрявцев Венедикт Тимурович
9300,84,1.0,42.59130542319754,15,1,Феврония Павловна Шашкова
9301,19,1.0,40.598373022600526,3,6,Артемьев Матвей Измаилович
9302,6,2.0,59.63593786573583,21,0,Изяслав Владиславович Киселев
9303,11,2.0,57.43562673234121,9,1,Тихонов Геннадий Эдуардович
9304,1,2.0,62.99098047655448,13,1,Бобылев Мирон Аверьянович
9305,99,1.0,36.73154819110738,4,8,Никифор Игнатьевич Федоров
9306,57,1.0,37.339123348102405,6,4,Елисей Феофанович Жуков
9307,99,1.0,35.579910984787226,4,4,Котова Вера Викторовна
9308,27,2.0,125.5905336290246,4,0,Марина Тарасовна Зиновьева
9309,74,3.0,79.52030738582242,11,5,Анастасия Антоновна Тетерина
9310,27,2.0,63.68037729228008,13,0,Иосиф Афанасьевич Красильников
9311,1,2.0,67.29056170192058,21,1,Никонова Иванна Геннадиевна
9312,27,1.0,37.667043969838176,9,0,Сидоров Бажен Аверьянович
9313,27,3.0,117.8987238797436,11,0,Панов Изяслав Ермилович
9314,122,3.0,77.8848704874151,4,8,Олимпий Ярославович Гришин
9315,0,3.0,76.77376456493454,7,8,Евсеева Агафья Владиславовна
9316,6,2.0,62.54849587957979,16,0,Аскольд Федотович Соловьев
9317,161,1.0,50.80892501240504,8,3,Воронцов Любосмысл Фёдорович
9318,164,1.0,33.86453398102562,10,6,Сократ Димитриевич Орехов
9319,69,3.0,86.73489166793983,3,9,Маргарита Эльдаровна Третьякова
9320,74,2.0,86.96944086214089,2,2,Филиппова Лидия Афанасьевна
9321,44,1.0,32.55876991139245,6,1,Голубева Ольга Тарасовна
9322,31,3.0,80.04247669816874,6,1,Мария Романовна Никитина
9323,13,3.0,78.39494161946085,9,15,тов. Кудряшов Константин Харлампьевич
9324,57,2.0,59.61303244143161,4,4,Оксана Аскольдовна Елисеева
9325,29,1.0,31.35934950353714,4,2,Маргарита Валериевна Мясникова
9326,146,3.0,79.82084309500344,6,10,Милан Фадеевич Фомин
9327,21,2.0,52.73715017140846,11,5,Аскольд Евстигнеевич Данилов
9328,1,3.0,85.87368557374819,15,1,Афанасьев Авдей Адрианович
9329,154,2.0,42.55929427774082,4,5,Мамонтов Ярополк Евстигнеевич
9330,1,1.0,42.77280682112424,11,1,Ладимир Антонович Пахомов
9331,30,2.0,67.64987857089147,13,23,Архип Фомич Костин
9332,7,2.0,82.39029179021495,2,3,Лазарева Ия Тимофеевна
9333,30,2.0,79.96557005925796,6,23,Титов Аполлинарий Васильевич
9334,27,1.0,47.268546202049805,2,0,Мартынова Иванна Робертовна
9335,27,2.0,61.041133819910776,7,0,Горбунова Антонина Юрьевна
9336,8,1.0,38.476448517522535,16,2,Мартынов Харитон Александрович
9337,22,2.0,61.82392251902486,9,0,Епифан Жанович Никитин
9338,78,3.0,64.41158042279935,3,4,Потапов Елисей Трофимович
9339,161,1.0,52.33012246047698,10,3,Савва Феодосьевич Кабанов
9340,109,4.0,117.75093306496484,5,6,Фрол Феоктистович Юдин
9341,27,1.0,51.81021210971061,6,0,Демьян Даниилович Федосеев
9342,28,2.0,63.53596128125196,13,0,Селиверст Аксёнович Копылов
9343,78,2.0,41.33836863687501,8,4,Автоном Васильевич Некрасов
9344,1,1.0,45.34132487253649,11,1,Казакова Алевтина Дмитриевна
9345,75,1.0,30.776660780631985,2,0,Измаил Еремеевич Шилов
9346,5,3.0,62.72124776138948,4,5,Лихачев Евлампий Анатольевич
9347,7,3.0,77.51062092842231,11,9,Ираида Егоровна Александрова
9348,34,3.0,82.30064765376433,24,11,Гришин Лазарь Евсеевич
9349,4,3.0,72.67737604937925,3,0,Прохоров Нифонт Глебович
9350,27,4.0,140.24298685931865,6,0,Куликов Кирилл Валерьевич
9351,152,3.0,56.041297610468256,4,5,Зуева Полина Дмитриевна
